seller_id,item_id,item_name,category,market_price,expected_units_sold,expected_revenue
S144,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S101,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S102,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S110,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S113,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S116,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S136,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S105,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S119,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S149,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S103,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S109,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S114,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S127,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S134,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S138,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S141,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S107,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S120,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S121,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S129,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S132,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S133,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S106,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S108,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S150,I190921,Zara Maxi Dress,Apparel,92633.86,1445.0,1.338559277E8
S117,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S119,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S140,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S142,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S107,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S116,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S123,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S128,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S143,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S147,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S101,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S110,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S114,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S139,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S105,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S130,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S134,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S100,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S103,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S124,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S135,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S136,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S108,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S115,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S129,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S131,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S141,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S144,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S148,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S150,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S104,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S112,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S126,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S137,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S138,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S120,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S125,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S146,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S149,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S106,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S111,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S122,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S127,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S133,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S102,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S109,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S113,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S118,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S132,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S145,I194154,Samsung Galaxy S24 Ultra,Electronics,87860.14,1651.5,1.4510102121E8
S107,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S109,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S122,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S123,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S133,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S138,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S146,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S102,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S120,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S131,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S119,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S126,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S128,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S132,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S135,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S140,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S142,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S112,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S113,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S124,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S129,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S130,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S143,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S108,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S114,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S125,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S144,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S105,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S110,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S118,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S137,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S147,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S150,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S101,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S104,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S117,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S145,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S100,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S103,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S116,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S134,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S136,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S149,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S106,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S111,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S115,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S127,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S139,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S141,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S148,I195040,Skechers Gowalk,Footwear,143400.55,2045.5,2.93325825025E8
S100,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S125,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S109,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S113,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S122,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S139,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S141,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S115,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S123,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S137,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S112,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S129,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S132,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S136,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S138,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S143,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S111,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S114,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S117,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S134,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S146,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S110,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S118,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S119,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S127,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S131,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S140,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S144,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S147,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S150,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S102,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S105,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S106,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S116,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S126,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S108,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S121,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S135,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S124,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S130,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S133,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S142,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S101,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S103,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S104,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S120,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S128,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S145,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S148,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S149,I242221,Nike Air Zoom Pegasus,Footwear,116910.67,2449.0,2.8631423083E8
S106,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S129,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S132,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S135,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S145,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S146,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S102,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S105,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S107,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S111,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S114,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S115,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S131,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S139,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S143,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S119,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S130,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S136,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S141,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S100,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S108,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S121,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S137,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S148,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S150,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S103,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S112,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S117,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S125,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S149,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S104,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S120,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S124,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S133,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S122,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S140,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S113,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S116,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S123,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S128,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S126,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S138,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S142,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S147,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S101,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S110,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S118,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S127,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S134,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S144,I255860,Reebok Nano X4,Footwear,107268.08,2060.0,2.209722448E8
S101,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S103,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S105,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S113,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S134,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S118,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S123,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S133,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S135,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S106,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S136,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S141,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S144,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S115,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S117,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S131,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S100,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S116,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S121,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S138,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S122,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S127,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S139,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S146,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S104,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S109,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S114,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S120,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S126,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S147,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S150,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S124,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S111,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S112,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S128,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S129,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S130,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S140,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S142,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S145,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S148,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S102,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S107,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S108,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S110,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S119,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S125,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S132,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S143,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S149,I271840,Allen Solly Formal Pants,Apparel,146845.15,2236.0,3.283457554E8
S100,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S102,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S103,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S108,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S129,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S149,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S105,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S113,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S119,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S132,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S135,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S144,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S106,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S112,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S142,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S143,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S148,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S104,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S123,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S137,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S139,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S147,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S101,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
S109,I286429,Boat Smartwatch,Electronics,134599.05,1784.0,2.401247052E8
