seller_id,item_id,units_sold,revenue,marketplace_price,sale_date,dq_failure_reason
C216,I770458,2508,1.5316263546E8,-72629.64,2025-10-17,price_negative
C247,I770464,2218,1.7715435768E8,104237.32,,missing_sale_date
C214,I770480,636,4.176240901E7,-36335.57,2025-09-19,price_negative
,I770485,1476,4.893926556E7,80472.85,,"missing_seller_id,missing_sale_date"
,I770486,303,2.698439246E7,26525.54,2025-09-13,missing_seller_id
C225,I770488,2518,9.155070351E7,66382.92,,missing_sale_date
,I770553,2195,2.0523052382E8,120134.37,2025-10-07,missing_seller_id
C210,I770568,2582,1.7583224012E8,-90218.93,2025-09-14,price_negative
C231,I770569,2948,2.057709708E7,-93554.4,2025-10-06,price_negative
C212,I770573,1765,1.6683725052E8,145246.5,,missing_sale_date
,I770578,2736,7.574557919E7,43389.72,2025-10-25,missing_seller_id
C250,I770628,764,0.0,-10366.11,2025-09-03,price_negative
,I770636,1622,9.958352012E7,141610.38,2025-09-27,missing_seller_id
C209,I770664,1046,1.170308663E8,-18417.0,2025-10-24,price_negative
C247,I770669,2096,2.8856472204E8,-116956.3,2025-09-26,price_negative
,I770684,1768,2.676940391E7,128826.59,2025-10-13,missing_seller_id
C233,I770686,1358,8.725359831E7,35564.18,,missing_sale_date
,I770702,735,6.791312812E7,9890.38,2025-09-25,missing_seller_id
C206,I770708,1568,4.93467204E7,-121976.56,2025-09-20,price_negative
,I770752,2444,9.266594569E7,16037.77,2025-10-24,missing_seller_id
C234,I770779,2258,2.0138201018E8,120010.08,,missing_sale_date
,I770784,2333,2.5334878621E8,142707.97,2025-10-27,missing_seller_id
C210,I770785,2469,7.086807185E7,27445.68,,missing_sale_date
C249,I770801,283,1.465428191E7,135828.3,,missing_sale_date
C235,I770866,2720,3.204714298E8,-36720.78,2025-09-19,price_negative
C228,I770882,2160,2.2314345944E8,114191.31,,missing_sale_date
C209,I770894,658,9.113484701E7,21726.08,,missing_sale_date
C207,I770896,398,3.822790572E7,-127850.37,2025-10-16,price_negative
,I770912,2372,2.710903148E8,19136.89,2025-10-19,missing_seller_id
C250,I770936,263,1.266161294E7,82733.31,,missing_sale_date
C231,I770956,1428,5.653690668E7,91135.33,,missing_sale_date
C229,I771039,2741,1.2143081843E8,-75938.61,2025-09-30,price_negative
,I771045,1091,6.25267421E7,954.38,2025-09-15,missing_seller_id
C237,I771047,1048,4.05496334E7,-46293.18,2025-09-05,price_negative
C223,I771053,1985,2.059453173E8,136053.04,,missing_sale_date
C220,I771071,1326,1.7288242662E8,75076.51,,missing_sale_date
,I771092,1150,1.467207223E7,39499.71,2025-10-05,missing_seller_id
,I771100,2426,2.2925973128E8,147264.81,2025-10-07,missing_seller_id
C241,I771114,1587,2.3802292532E8,141882.16,,missing_sale_date
C213,I771117,963,3.027669509E7,855.92,,missing_sale_date
C229,I771123,2034,8.859310847E7,71040.27,,missing_sale_date
,I771125,1021,8.700606119E7,145600.83,2025-09-18,missing_seller_id
C247,I771128,1988,1.0773671145E8,66069.98,,missing_sale_date
C229,I771145,2051,1.9615519297E8,-83143.9,2025-09-27,price_negative
C226,I771154,2908,7545546.45,130389.41,,missing_sale_date
C229,I771173,1231,1.7951003056E8,-125839.22,2025-09-19,price_negative
,I771192,672,6260494.57,3654.56,2025-09-01,missing_seller_id
C249,I771220,558,3.141492662E7,21119.65,,missing_sale_date
C249,I771229,826,1.2156765917E8,-88936.54,2025-10-24,price_negative
C216,I771236,2486,1.4403678615E8,-143660.65,2025-09-04,price_negative
,I771260,450,3.55848057E7,111927.51,2025-09-10,missing_seller_id
C245,I771263,2363,2.396366372E8,91773.02,,missing_sale_date
,I771273,2173,2.9909638854E8,95982.1,2025-09-14,missing_seller_id
,I771281,1889,2.7963329667E8,13152.33,2025-10-25,missing_seller_id
C230,I771295,1260,1.2675881169E8,-67105.7,2025-10-12,price_negative
,I771317,593,6807625.97,13438.09,2025-10-12,missing_seller_id
C226,I771322,1144,1.4952028471E8,145394.92,,missing_sale_date
,I771325,2594,1.0586368301E8,18501.64,2025-10-19,missing_seller_id
C244,I771328,576,7.878703021E7,-1349.32,2025-10-01,price_negative
C244,I771330,1391,8.652416827E7,-103340.9,2025-09-17,price_negative
C229,I771344,1045,8.075345743E7,-19414.14,2025-09-03,price_negative
C208,I771347,1586,8.511250214E7,-83452.4,2025-09-17,price_negative
,I771350,2196,3.1873526982E8,96156.39,2025-10-07,missing_seller_id
C215,I771357,2753,1.8678861175E8,63613.82,,missing_sale_date
C229,I771364,517,5.202938172E7,130844.02,,missing_sale_date
C220,I771458,1364,2.58005032E7,131761.08,,missing_sale_date
,I771476,322,3.45222765E7,148409.86,2025-10-13,missing_seller_id
C211,I771514,387,4.126961523E7,89329.84,,missing_sale_date
,I771577,136,1.51641831E7,142142.87,2025-10-31,missing_seller_id
C221,I771578,1221,1.2980535217E8,-100439.79,2025-09-16,price_negative
,I771584,2564,3.4825054973E8,78924.6,2025-10-31,missing_seller_id
C222,I771596,1990,1.1290279378E8,-37927.5,2025-09-22,price_negative
C248,I771601,411,3.78518976E7,-127152.51,2025-10-13,price_negative
C204,I771624,2550,2.7663209163E8,-139079.8,2025-10-21,price_negative
,I771639,2641,2.3962914768E8,5209.18,2025-10-28,missing_seller_id
C236,I771729,1679,1.8615362438E8,-55599.62,2025-09-20,price_negative
,I771736,712,9.766265727E7,47269.67,2025-09-16,missing_seller_id
,I771760,2789,2.976624051E8,149167.92,2025-10-14,missing_seller_id
C226,I771766,2773,3959772.34,101188.23,,missing_sale_date
C215,I771768,679,4.584259971E7,101852.59,,missing_sale_date
C243,I771818,1109,1.1743207129E8,50459.05,,missing_sale_date
,I771821,524,5.134023302E7,102273.32,2025-09-01,missing_seller_id
C224,I771842,636,5.20344811E7,37953.72,,missing_sale_date
C206,I771849,798,4.378845193E7,-56550.01,,"price_negative,missing_sale_date"
C235,I771878,423,2.71918858E7,101717.78,,missing_sale_date
C238,I771909,2917,0.0,108416.75,,missing_sale_date
,I771913,1020,9.021629424E7,41865.36,2025-09-26,missing_seller_id
C202,I771927,901,8.096227824E7,102748.97,,missing_sale_date
C222,I771971,322,4.3989359E7,-110881.74,2025-10-05,price_negative
C221,I771976,132,1.803971194E7,16253.64,,missing_sale_date
C217,I771982,700,4344338.58,-53243.15,2025-09-17,price_negative
,I771985,1523,8.240162634E7,86027.11,2025-10-28,missing_seller_id
C218,I772018,2863,2.9560748548E8,-82564.68,2025-09-04,price_negative
,I772125,2641,1.9367370185E8,128303.71,2025-10-20,missing_seller_id
C250,I772168,1702,2.522883401E8,18669.38,,missing_sale_date
,I772175,2667,9.371719082E7,43524.32,2025-09-17,missing_seller_id
,I772177,811,3.205832682E7,81990.93,2025-09-01,missing_seller_id
C237,I772208,1308,1.766813118E8,-75036.17,2025-10-16,price_negative
C245,I772224,262,2.039383856E7,-145627.95,2025-09-11,price_negative
C202,I772239,1406,1.1336476623E8,-147994.88,2025-10-05,price_negative
,I772252,755,2.334986719E7,32654.11,2025-10-24,missing_seller_id
,I772309,410,2.093983648E7,103531.0,2025-10-17,missing_seller_id
C240,I772330,344,2.00354527E7,-142872.69,2025-10-09,price_negative
,I772342,2548,2.3597533598E8,114553.4,2025-10-29,missing_seller_id
,I772354,744,1.824459273E7,26425.48,2025-10-27,missing_seller_id
C230,I772381,2171,8.446861199E7,146651.84,,missing_sale_date
,I772401,2997,2.9365512272E8,38745.52,2025-10-29,missing_seller_id
,I772411,1521,5.80485018E7,80499.28,2025-09-12,missing_seller_id
,I772441,2403,1.3100862601E8,11498.98,2025-10-12,missing_seller_id
,I772465,2820,3.9586997758E8,33117.42,2025-09-17,missing_seller_id
,I772473,1072,9.772697031E7,62581.62,2025-10-26,missing_seller_id
C216,I772476,1815,1.290288133E8,81033.04,,missing_sale_date
,I772510,1435,2.0160263614E8,149280.69,2025-10-22,missing_seller_id
C225,I772513,2475,2.6560562716E8,110871.07,,missing_sale_date
C250,I772515,774,1.0255366114E8,-41874.66,2025-10-24,price_negative
C214,I772518,1373,9.32919224E7,109644.27,,missing_sale_date
,I772535,262,1.895394929E7,26177.82,2025-10-27,missing_seller_id
C244,I772546,1822,1335508.88,92382.15,,missing_sale_date
C230,I772552,1873,1.8791215515E8,-136085.9,2025-10-14,price_negative
C218,I772566,638,7.626284669E7,-92657.65,2025-10-12,price_negative
,I772598,2464,1.1916820184E8,14768.51,2025-10-05,missing_seller_id
C207,I772628,248,4491695.91,-46515.2,2025-10-14,price_negative
C241,I772630,0,5609815.43,136363.49,,missing_sale_date
C217,I772635,2473,1.1354904303E8,-140102.22,2025-09-13,price_negative
C228,I772640,1506,2.1052333246E8,-134572.82,2025-09-06,price_negative
C249,I772645,1590,1.1111313741E8,-42315.74,2025-09-19,price_negative
C250,I772664,2300,7.228930936E7,105473.07,,missing_sale_date
C224,I772706,894,9.093119968E7,-2905.28,2025-10-29,price_negative
,I772737,1916,5.436232003E7,66422.09,2025-09-28,missing_seller_id
,I772750,2503,1.6298249248E8,60345.96,2025-09-24,missing_seller_id
C238,I772846,467,2.992483359E7,-103617.48,2025-10-29,price_negative
C245,I772848,432,1.05289397E7,-38797.4,2025-10-03,price_negative
C250,I772852,1079,6.286266099E7,137913.68,,missing_sale_date
,I772876,2462,2.4772305204E8,21084.83,2025-09-25,missing_seller_id
,I772904,1034,9.888642876E7,116844.79,2025-09-12,missing_seller_id
,I772920,1642,1.1923022647E8,53372.97,2025-10-22,missing_seller_id
C230,I772935,1673,2.4007128929E8,90791.31,,missing_sale_date
,I773004,394,8677923.42,142617.09,2025-10-02,missing_seller_id
,I773031,766,1.312058596E7,8504.61,2025-10-18,missing_seller_id
C249,I773032,2648,3.1427581243E8,-60096.99,2025-10-19,price_negative
,I773039,2126,2.969628609E8,110968.76,2025-10-09,missing_seller_id
,I773073,793,1.0658032688E8,115654.83,2025-09-04,missing_seller_id
C236,I773111,1445,9.423018703E7,116343.95,,missing_sale_date
C204,I773174,1342,9.974624365E7,-14669.04,2025-09-01,price_negative
,I773179,1121,1.6452672268E8,114849.28,2025-09-08,missing_seller_id
,I773197,805,3.223563734E7,56361.09,2025-09-18,missing_seller_id
,I773205,1402,2.0476102808E8,121129.09,2025-10-20,missing_seller_id
,I773241,259,1.605306142E7,103680.83,2025-10-18,missing_seller_id
C203,I773251,2612,2.0427405585E8,103765.61,,missing_sale_date
C230,I773260,702,1.0355306415E8,-137088.38,2025-10-11,price_negative
,I773332,610,4.79112645E7,56123.42,2025-09-03,missing_seller_id
C214,I773384,1576,1.761607048E8,114447.11,,missing_sale_date
,I773403,1330,6.306441647E7,51494.07,2025-09-17,missing_seller_id
C216,I773420,1802,1.9417722127E8,136666.44,,missing_sale_date
C243,I773426,1119,1.5720575088E8,-146686.74,2025-09-21,price_negative
,I773466,527,9610121.39,1358.11,2025-09-02,missing_seller_id
,I773470,2022,8.922207261E7,57361.33,2025-10-12,missing_seller_id
C242,I773477,2466,1.3484030981E8,110073.33,,missing_sale_date
,I773480,839,7.640163763E7,82977.48,2025-10-19,missing_seller_id
C243,I773484,845,1.2431891275E8,52602.23,,missing_sale_date
C243,I773491,2446,2.019364511E8,-147827.34,2025-09-06,price_negative
C205,I773533,1415,1.2162684973E8,55282.57,,missing_sale_date
C243,I773534,756,7.206226643E7,-101888.62,2025-09-01,price_negative
,I773542,334,2.021994985E7,90766.67,2025-10-22,missing_seller_id
C203,I773584,2017,2.5951565796E8,-95979.98,2025-10-09,price_negative
C212,I773664,1607,2.1036888354E8,30678.14,,missing_sale_date
,I773668,919,1.2923370952E8,139142.39,2025-10-14,missing_seller_id
,I773697,1340,1.5581627998E8,120882.37,2025-09-21,missing_seller_id
C220,I773749,1152,1.5919183557E8,37415.88,,missing_sale_date
,I773765,2892,3.9772313383E8,135370.44,2025-09-13,missing_seller_id
,I773791,1824,1.9271136888E8,-124076.88,2025-09-15,"missing_seller_id,price_negative"
C237,I773793,1684,2.4301315898E8,67984.4,,missing_sale_date
,I773796,1066,8.626010395E7,47417.23,2025-10-25,missing_seller_id
C221,I773806,2069,1.2618151609E8,102535.13,,missing_sale_date
C207,I773809,1192,1.1411870537E8,119749.87,,missing_sale_date
C219,I773817,2575,1.534083719E7,-16069.8,2025-10-05,price_negative
C216,I773818,1773,1.1796234239E8,-98764.42,2025-09-26,price_negative
C245,I773842,1447,7.50832121E7,88370.25,,missing_sale_date
,I773843,2960,4.920798693E7,122083.35,2025-10-04,missing_seller_id
C206,I773856,2472,3.6744003799E8,-106974.92,2025-10-29,price_negative
C204,I773901,1357,5.537173246E7,40408.79,,missing_sale_date
C206,I773908,321,2.870352035E7,103568.55,,missing_sale_date
C247,I773944,2132,8.607105331E7,56640.79,,missing_sale_date
C208,I773973,517,8949463.02,77781.21,,missing_sale_date
,I773980,2961,2.0113635416E8,33059.91,2025-09-15,missing_seller_id
C214,I773983,2580,6.149818616E7,-57691.47,2025-10-14,price_negative
C223,I774001,1275,1.8845590075E8,-27394.9,2025-10-06,price_negative
C233,I774019,2369,2.409215261E7,-95394.7,2025-10-02,price_negative
C213,I774056,1500,1.3087861834E8,-54429.53,2025-09-20,price_negative
C218,I774061,2547,1.885762008E8,-111510.39,2025-10-16,price_negative
C202,I774069,1628,1.797218879E7,-51235.78,2025-09-08,price_negative
,I774084,1648,1.7455133952E8,147423.87,2025-10-29,missing_seller_id
C226,I774094,2282,1.4707303369E8,-93882.78,2025-10-30,price_negative
,I774127,2609,3.236855561E7,127629.0,2025-09-18,missing_seller_id
C208,I774168,0,1.5899028127E8,-16326.43,2025-09-29,price_negative
,I774238,2859,3.1071024888E8,137338.17,,"missing_seller_id,missing_sale_date"
C249,I774279,1552,1.9961842414E8,-83628.75,2025-09-30,price_negative
C236,I774312,1621,7.861716656E7,48288.72,,missing_sale_date
C212,I774330,252,1.495532744E7,131995.47,,missing_sale_date
,I774344,2367,7508155.09,127892.49,2025-09-11,missing_seller_id
,I774354,1637,2.2284389338E8,136187.65,2025-10-30,missing_seller_id
C210,I774382,1121,8.196314759E7,37733.05,,missing_sale_date
,I774390,1266,1.382208953E8,4012.72,2025-09-12,missing_seller_id
C210,I774435,2475,1.2337266995E8,-140489.57,,"price_negative,missing_sale_date"
C223,I774437,2693,3.8828504753E8,-128475.85,2025-10-04,price_negative
,I774449,736,3.4165012E7,19189.29,2025-10-28,missing_seller_id
,I774461,555,9858783.37,138647.02,2025-09-10,missing_seller_id
C240,I774489,2949,3.5317995126E8,-35361.25,2025-10-24,price_negative
,I774491,186,2.508492311E7,89934.53,2025-09-19,missing_seller_id
,I774515,153,1.873682644E7,83887.32,2025-10-11,missing_seller_id
,I774516,704,8.768225374E7,28581.94,2025-09-27,missing_seller_id
,I774521,2157,3.962445622E7,59769.84,2025-09-26,missing_seller_id
C233,I774550,2686,3.3322600306E8,-129509.69,2025-10-20,price_negative
,I774585,2935,1.6695280579E8,50932.57,2025-09-16,missing_seller_id
C238,I774586,0,9716627.82,40372.3,,missing_sale_date
,I774590,1083,5852852.24,43248.54,2025-09-26,missing_seller_id
,I774594,2672,1.0958917864E8,7778.98,2025-09-03,missing_seller_id
C250,I774603,2033,2.5674992706E8,124984.96,,missing_sale_date
,I774634,906,4.636958752E7,142315.84,2025-09-27,missing_seller_id
C223,I774646,2932,2.4860979799E8,-16233.41,2025-10-19,price_negative
C214,I774679,2735,3.1756839897E8,82791.43,,missing_sale_date
C202,I774693,640,4.00362292E7,-126274.5,2025-09-25,price_negative
C207,I774706,2355,3.4421777749E8,-17842.9,,"price_negative,missing_sale_date"
,I774755,1904,1.6419393117E8,43426.57,2025-09-07,missing_seller_id
C242,I774786,1174,9.729709349E7,61757.18,,missing_sale_date
,I774798,2359,5.785225084E7,31349.59,2025-10-25,missing_seller_id
C236,I774814,2954,1.854879705E8,-148644.17,2025-09-13,price_negative
,I774857,2377,1.079986244E7,130868.04,2025-10-07,missing_seller_id
C216,I774885,416,4296448.75,8005.47,,missing_sale_date
C210,I774898,2751,0.0,111348.22,,missing_sale_date
C212,I774901,2190,9.40211601E7,67411.95,,missing_sale_date
,I774934,1172,7.94903999E7,684.05,2025-09-18,missing_seller_id
C201,I774949,2275,2.7169242099E8,76144.94,,missing_sale_date
,I774992,2172,1.3408964637E8,114415.42,2025-09-09,missing_seller_id
C219,I775007,278,3.845664297E7,41404.68,,missing_sale_date
C243,I775008,447,2.136862616E7,-52085.4,2025-10-03,price_negative
C235,I775013,1023,1.531587765E7,17552.77,,missing_sale_date
C204,I775014,1858,2.5721876007E8,53598.53,,missing_sale_date
C209,I775016,775,6.554520331E7,-49917.83,2025-09-18,price_negative
C245,I775026,2036,1.109486947E7,-71760.46,2025-09-30,price_negative
C225,I775038,1580,0.0,-61338.02,2025-09-16,price_negative
C222,I775054,2505,1.8930279973E8,141608.14,,missing_sale_date
,I775059,2889,5.981979699E7,148701.3,2025-10-27,missing_seller_id
C201,I775090,178,119976.63,-45255.34,2025-10-07,price_negative
C223,I775126,1792,4.430432957E7,23711.13,,missing_sale_date
,I775140,802,4.130322309E7,17854.0,2025-09-21,missing_seller_id
C246,I775156,397,1.344290961E7,81981.11,,missing_sale_date
C247,I775164,1919,3.515295507E7,137335.32,,missing_sale_date
,I775167,1037,1.1463999249E8,70075.43,2025-10-29,missing_seller_id
,I775186,2944,1.0313877582E8,23413.5,2025-10-22,missing_seller_id
C223,I775192,564,4.69373679E7,69190.73,,missing_sale_date
C242,I775208,2019,2.8783812159E8,48433.21,,missing_sale_date
C249,I775214,995,4.136618514E7,88527.09,,missing_sale_date
C202,I775246,353,396898.69,-37702.21,2025-10-03,price_negative
C224,I775266,1177,2.007734783E7,131240.97,,missing_sale_date
C216,I775285,1969,1.2435145739E8,90217.78,,missing_sale_date
C213,I775300,374,2.001258811E7,-35104.2,2025-09-09,price_negative
,I775302,2565,2.2840521576E8,105341.7,2025-09-14,missing_seller_id
,I775314,2365,2.7754470837E8,13061.65,2025-10-28,missing_seller_id
C222,I775328,1650,2.232525665E8,-128293.17,2025-10-06,price_negative
,I775346,298,1.879794287E7,113911.8,2025-09-11,missing_seller_id
C249,I775347,671,9.420181129E7,39455.46,,missing_sale_date
C214,I775358,2475,4.394816908E7,-105083.28,2025-09-21,price_negative
C226,I775400,2140,4.174563034E7,37230.4,,missing_sale_date
C218,I775402,1991,1.409903144E7,66534.58,,missing_sale_date
,I775409,316,4.135745934E7,120690.36,2025-09-08,missing_seller_id
,I775437,312,2.720779612E7,111500.98,2025-10-26,missing_seller_id
,I775443,2998,4.4179835426E8,41035.89,2025-09-01,missing_seller_id
C226,I775449,2285,1.4313566975E8,125509.94,,missing_sale_date
C240,I775453,2978,6.9525864E7,142046.03,,missing_sale_date
,I775469,2299,1.4603572896E8,3527.26,2025-09-17,missing_seller_id
C236,I775471,2442,1.9167850659E8,138167.72,,missing_sale_date
,I775494,1317,1.3663036202E8,40679.39,,"missing_seller_id,missing_sale_date"
,I775502,917,3.999815781E7,110605.95,2025-10-30,missing_seller_id
C209,I775524,828,3934113.98,-98561.54,2025-09-19,price_negative
C239,I775525,999,1.2887089989E8,56908.5,,missing_sale_date
C234,I775545,2239,0.0,-28122.82,2025-10-16,price_negative
,I775548,2193,3.753286725E7,136612.47,2025-10-03,missing_seller_id
C202,I775551,1763,1.3465606617E8,71787.85,,missing_sale_date
,I775579,1691,1.0248451599E8,53361.53,2025-10-10,missing_seller_id
C210,I775599,270,9933421.23,109504.16,,missing_sale_date
C227,I775623,2731,6.523782729E7,98150.74,,missing_sale_date
C226,I775624,845,7.781795844E7,147162.05,,missing_sale_date
C227,I775715,1198,1.3145750364E8,23679.56,,missing_sale_date
,I775723,209,1300764.43,34115.16,2025-10-28,missing_seller_id
C217,I775738,1728,1.3237164566E8,93565.05,,missing_sale_date
,I775764,2810,3.8764349756E8,17852.59,2025-09-27,missing_seller_id
,I775765,1985,4.903363549E7,107515.54,2025-10-27,missing_seller_id
C244,I775831,516,5.922663371E7,102776.67,,missing_sale_date
C234,I775840,2714,1.3738729176E8,52236.18,,missing_sale_date
C241,I775844,1197,1.3584145712E8,5459.17,,missing_sale_date
