item_id,units_sold,revenue,sale_date,dq_failure_reason
I45477,1474,1.308713695E8,2030-01-01,future_sale_date
I48451,-474,6.876292275E7,2025-10-16,units_sold_negative
I49638,1508,4.483322635E7,,missing_sale_date
I50878,-1567,8835106.27,2025-09-16,units_sold_negative
I52689,1920,2.0636366705E8,,missing_sale_date
I53449,390,4.536631219E7,2030-01-01,future_sale_date
I54315,494,1.553054652E7,,missing_sale_date
I63459,-1585,1.9798975775E8,2025-10-13,units_sold_negative
I74653,89,2613362.89,,missing_sale_date
I75431,467,5.470329843E7,2030-01-01,future_sale_date
I82588,1150,8.886558956E7,,missing_sale_date
I86205,97,3205681.46,2030-01-01,future_sale_date
I88885,1024,9.523851346E7,,missing_sale_date
I92929,-589,4.690338039E7,2025-10-03,units_sold_negative
I98461,-1920,2.5485416318E8,2025-09-23,units_sold_negative
I101658,1275,1.292531317E7,,missing_sale_date
I104979,-1969,1.8624640934E8,2025-10-30,units_sold_negative
I107786,1465,2.1647159501E8,2030-01-01,future_sale_date
I111547,-206,1.262112429E7,2025-10-30,units_sold_negative
I113028,1758,6.893319554E7,,missing_sale_date
I114077,576,2.31487306E7,,missing_sale_date
I114135,-955,1.2940325149E8,2025-10-15,units_sold_negative
I115901,-1931,2.8804026721E8,2025-10-23,units_sold_negative
I121374,1233,6.25894336E7,2030-01-01,future_sale_date
I19400,-134,1.821283347E7,2025-10-16,units_sold_negative
I21766,191,3766057.48,2030-01-01,future_sale_date
I22875,1013,3.828423557E7,2030-01-01,future_sale_date
I25607,-1858,1.1431437744E8,2025-10-06,units_sold_negative
I27182,861,1.2489479303E8,2030-01-01,future_sale_date
I28638,248,2.271071245E7,2030-01-01,future_sale_date
I29732,996,7.866472791E7,2030-01-01,future_sale_date
I34892,1123,5.758477513E7,2030-01-01,future_sale_date
I12634,1673,3.105070834E7,,missing_sale_date
I13804,1507,1.6990698332E8,,missing_sale_date
I36191,367,1.435541828E7,2030-01-01,future_sale_date
I43655,1284,1.0976361765E8,2030-01-01,future_sale_date
I50422,980,1712309.81,2030-01-01,future_sale_date
I61257,1112,1.2551031664E8,,missing_sale_date
I61662,-51,6839005.63,2025-09-18,units_sold_negative
I62619,-1890,8.791056665E7,2025-10-15,units_sold_negative
I70671,196,4780487.46,,missing_sale_date
I74527,-623,2.995665115E7,2025-09-02,units_sold_negative
I74961,202,1.829221921E7,2030-01-01,future_sale_date
I95715,-505,6.164107113E7,2025-09-09,units_sold_negative
I97776,-545,0.0,2025-10-06,units_sold_negative
I104213,-488,3.247014394E7,2025-09-01,units_sold_negative
I104676,1370,1.5856043273E8,2030-01-01,future_sale_date
I105173,1997,2.5948488349E8,2030-01-01,future_sale_date
I106401,-1173,1.1672582654E8,2025-10-06,units_sold_negative
I111969,-646,4.406668024E7,2025-10-09,units_sold_negative
I115952,851,2.109200769E7,2030-01-01,future_sale_date
I118313,50,3621284.69,,missing_sale_date
I122586,-719,7.514089664E7,2025-09-30,units_sold_negative
I125421,278,9218376.2,2030-01-01,future_sale_date
I12581,-987,4.78001756E7,2025-09-13,units_sold_negative
I17898,-1900,1.6168552789E8,2025-10-23,units_sold_negative
I23699,-915,6.033049849E7,2025-09-18,units_sold_negative
I28326,-1972,1.839203102E7,2025-09-14,units_sold_negative
I31018,751,2.367699935E7,2030-01-01,future_sale_date
I31375,-784,9.737037391E7,2025-10-08,units_sold_negative
I34577,999,1.02067805E8,2030-01-01,future_sale_date
I16509,1037,1.3372734866E8,,missing_sale_date
I25889,999,0.0,,missing_sale_date
I41047,785,1.0442379606E8,,missing_sale_date
I41631,1498,1.542315291E8,,missing_sale_date
I49986,1591,7.289629783E7,2030-01-01,future_sale_date
I53288,906,2.475996971E7,,missing_sale_date
I55462,393,8357429.24,2030-01-01,future_sale_date
I55852,-1667,1.6124144097E8,2025-09-06,units_sold_negative
I61199,-682,8.596841084E7,2025-09-12,units_sold_negative
I61827,1372,1685484.04,2030-01-01,future_sale_date
I62824,1794,6.896869809E7,,missing_sale_date
I69408,1663,9.962459219E7,2030-01-01,future_sale_date
I87118,1930,1.1922186011E8,2030-01-01,future_sale_date
I91890,-274,3.818078337E7,2025-10-01,units_sold_negative
I97926,1395,1.7606806979E8,,missing_sale_date
I99539,437,5.594848364E7,2030-01-01,future_sale_date
I101149,1784,2.5461724922E8,2030-01-01,future_sale_date
I107187,1167,2.349678344E7,,missing_sale_date
I111021,-1041,1.2335395748E8,2025-09-29,units_sold_negative
I111055,-393,1093071.89,2025-10-01,units_sold_negative
I112765,1718,2.552434885E7,,missing_sale_date
I115009,1774,1.003837687E7,2030-01-01,future_sale_date
I118733,96,1.29861658E7,2030-01-01,future_sale_date
I121321,-57,2986227.75,2025-09-02,units_sold_negative
I121998,1529,0.0,,missing_sale_date
I124763,-312,3.775048522E7,2025-10-05,units_sold_negative
I12692,-1592,1.6123933784E8,2025-10-21,units_sold_negative
I28961,224,3.199289193E7,2030-01-01,future_sale_date
I31615,-806,6.224863501E7,2025-10-04,units_sold_negative
I32627,515,6.530253715E7,2030-01-01,future_sale_date
I27007,1657,1.6057476457E8,,missing_sale_date
I28181,1019,1.1504413584E8,,missing_sale_date
I42778,807,8.257551109E7,,missing_sale_date
I43329,977,5.619593871E7,2030-01-01,future_sale_date
I45956,-524,6.447532036E7,2025-09-17,units_sold_negative
I49346,-997,3.010187917E7,2025-10-18,units_sold_negative
I51253,-1101,1.596218333E8,2025-09-12,units_sold_negative
I51586,547,1.258524457E7,,missing_sale_date
I56976,604,6.655664685E7,2030-01-01,future_sale_date
I57559,1983,2.7406154426E8,2030-01-01,future_sale_date
I58565,-422,0.0,2025-10-02,units_sold_negative
I64056,1944,2.1574861671E8,2030-01-01,future_sale_date
I70979,1854,8.658880237E7,2030-01-01,future_sale_date
I78720,375,5.561488319E7,,missing_sale_date
I78955,-415,4.441026363E7,2025-09-16,units_sold_negative
I81604,1498,1.2268659729E8,,missing_sale_date
I84948,294,4.281656129E7,2030-01-01,future_sale_date
I90056,1431,2.206581829E7,,missing_sale_date
I93862,534,1.252370166E7,,missing_sale_date
I99811,1680,1.7796708699E8,2030-01-01,future_sale_date
I101014,1538,1.8071329281E8,,missing_sale_date
I101998,-1360,1.1265991518E8,2025-09-26,units_sold_negative
I103093,-580,1.63911056E7,2025-10-18,units_sold_negative
I108899,-1622,3.458119896E7,2025-09-05,units_sold_negative
I109395,850,1.2550048608E8,,missing_sale_date
I117270,309,2.953783576E7,,missing_sale_date
I118801,1922,9.995599941E7,2030-01-01,future_sale_date
I121617,1397,2.0648094297E8,2030-01-01,future_sale_date
I124981,1577,1.5505699948E8,,missing_sale_date
I127432,-1020,9538712.69,2025-10-17,units_sold_negative
I127468,-1321,1.6428933496E8,2025-09-17,units_sold_negative
I127739,1821,1.4060135411E8,2030-01-01,future_sale_date
I12619,-1708,2.0624072593E8,2025-09-19,units_sold_negative
I16286,1963,2.884770739E8,2030-01-01,future_sale_date
I18467,-1250,1.2205798702E8,2025-10-31,units_sold_negative
I22331,-1671,2.1126458749E8,2025-10-07,units_sold_negative
I23813,-813,9.471977042E7,2025-09-11,units_sold_negative
I25321,171,3942304.87,2030-01-01,future_sale_date
I29377,-544,6373990.17,2025-10-12,units_sold_negative
,457,3.811941912E7,2025-10-26,missing_item_id
I16653,1080,5.15498115E7,,missing_sale_date
I25792,830,2.642338123E7,,missing_sale_date
I26394,-801,4.724596542E7,2025-10-29,units_sold_negative
I39623,983,4.682213334E7,2030-01-01,future_sale_date
I39839,624,2.776317805E7,,missing_sale_date
I41703,267,4647927.98,2030-01-01,future_sale_date
I43910,-1844,1.2825867496E8,2030-01-01,"units_sold_negative,future_sale_date"
I50440,1325,1.422952683E8,2030-01-01,future_sale_date
I55441,1351,1.9495913085E8,,missing_sale_date
I56252,-1012,1.2203659442E8,2025-09-07,units_sold_negative
I59394,1959,1.2249535651E8,2030-01-01,future_sale_date
I63862,1255,1.3308502065E8,,missing_sale_date
I65933,516,0.0,,missing_sale_date
I68093,-906,8.389481471E7,2025-10-01,units_sold_negative
I69978,1559,3602085.45,,missing_sale_date
I72564,-239,1.091554326E7,2025-09-06,units_sold_negative
I73432,568,4.662102381E7,2030-01-01,future_sale_date
I76430,1568,8.516288308E7,2030-01-01,future_sale_date
I77295,-1763,2.3192426796E8,2025-09-13,units_sold_negative
I80304,1243,4.476984648E7,,missing_sale_date
I81449,1947,2.0106501943E8,,missing_sale_date
I81636,1761,1.2563947542E8,2030-01-01,future_sale_date
I86152,-1412,1.654366814E8,2025-10-08,units_sold_negative
I88878,1307,7.204405981E7,,missing_sale_date
I89310,1319,1.4724898001E8,,missing_sale_date
I96419,774,1.1442299887E8,2030-01-01,future_sale_date
I105466,1632,1.5381137126E8,,missing_sale_date
I119391,-1606,1751125.62,2025-09-03,units_sold_negative
I14777,-1391,8.676500901E7,2025-10-12,units_sold_negative
I28499,-926,1.0676107573E8,2025-09-06,units_sold_negative
I31662,1046,1.1240954072E8,2030-01-01,future_sale_date
I34000,-273,8697097.32,2025-10-25,units_sold_negative
I12246,1013,1.3228546356E8,,missing_sale_date
I13972,1179,2.835065486E7,,missing_sale_date
I15088,389,4.566667378E7,,missing_sale_date
I21783,1266,6.023542082E7,,missing_sale_date
I26985,73,1.067315909E7,,missing_sale_date
I39808,-1072,1.5846234909E8,2025-10-13,units_sold_negative
I46452,-1773,2.2074087525E8,2025-09-18,units_sold_negative
I48846,935,5594262.28,2030-01-01,future_sale_date
I51147,1176,1.1471839559E8,,missing_sale_date
I51811,-507,2.945324445E7,2030-01-01,"units_sold_negative,future_sale_date"
I56090,1590,7.436221157E7,,missing_sale_date
I57853,-616,2.39639096E7,2025-09-02,units_sold_negative
I60104,-478,1.223013496E7,2025-10-12,units_sold_negative
I60118,232,1.887296769E7,2030-01-01,future_sale_date
I60653,562,3.69231288E7,2030-01-01,future_sale_date
I63365,1489,0.0,,missing_sale_date
I66074,-524,2478406.76,2025-09-12,units_sold_negative
I70997,-960,4.348181882E7,2025-10-25,units_sold_negative
I79732,1533,8.320766444E7,2030-01-01,future_sale_date
I82928,416,5.440090051E7,,missing_sale_date
I87583,544,5.544843278E7,2030-01-01,future_sale_date
I88312,-1239,1.986539754E7,2025-10-13,units_sold_negative
I91327,850,7.404370545E7,2030-01-01,future_sale_date
I95141,1664,1.4280175524E8,,missing_sale_date
I100517,1642,1.4270038835E8,2030-01-01,future_sale_date
I103166,1269,8220109.25,2030-01-01,future_sale_date
I103370,1746,2.0651410229E8,,missing_sale_date
I105282,106,5269577.17,,missing_sale_date
I109185,577,8.404267044E7,,missing_sale_date
I112203,1925,1.0350492322E8,2030-01-01,future_sale_date
I114133,484,5.593723503E7,,missing_sale_date
I117611,-1336,6.081089832E7,2025-09-19,units_sold_negative
I123067,1854,1.0172439163E8,2030-01-01,future_sale_date
I125599,529,2.392292891E7,2030-01-01,future_sale_date
I25242,1909,1.8899392362E8,2030-01-01,future_sale_date
I32492,1258,7.472416984E7,2030-01-01,future_sale_date
I32633,-968,1.2677638892E8,2025-09-26,units_sold_negative
I34029,-609,3.564899353E7,2025-09-19,units_sold_negative
I26907,50,966904.99,,missing_sale_date
I30289,1691,2.2261511531E8,,missing_sale_date
I42960,-200,7125120.79,2025-09-03,units_sold_negative
I44736,1426,4.686916013E7,,missing_sale_date
I45024,166,1.69692581E7,2030-01-01,future_sale_date
I45752,1619,1.1755926363E8,,missing_sale_date
I54138,751,3.353600712E7,,missing_sale_date
I55929,233,2.584673737E7,2030-01-01,future_sale_date
I59872,1822,1.4538405457E8,,missing_sale_date
I60048,803,4.610516421E7,2030-01-01,future_sale_date
I63743,-1986,2.869473965E8,2025-09-16,units_sold_negative
I67361,-1607,9.016307125E7,2025-09-16,units_sold_negative
I72040,-1478,8.210994122E7,2025-09-15,units_sold_negative
I77522,-1356,1.330121889E7,2025-09-10,units_sold_negative
I82042,-503,5178049.88,2025-09-04,units_sold_negative
I82422,566,1.349773323E7,2030-01-01,future_sale_date
I86275,610,4462782.98,2030-01-01,future_sale_date
I88546,-1799,9207201.43,2025-09-25,units_sold_negative
I90853,266,3.886460382E7,2030-01-01,future_sale_date
I94895,1163,5.178010603E7,,missing_sale_date
I102091,-774,2.905908567E7,2025-09-27,units_sold_negative
I107772,-59,4196881.21,2025-09-06,units_sold_negative
I110814,1408,1.448481414E8,2030-01-01,future_sale_date
I117798,-1565,8.278694799E7,2025-10-15,units_sold_negative
I123367,484,4.406431151E7,2030-01-01,future_sale_date
I14941,-982,1.1552665158E8,2025-10-22,units_sold_negative
I16898,-1585,1.7234640731E8,2025-10-23,units_sold_negative
I17693,-668,1.562898907E7,2025-10-11,units_sold_negative
I20807,999,1.3475842641E8,2030-01-01,future_sale_date
I28564,-692,8.839840375E7,2025-09-22,units_sold_negative
I33353,1429,1.9343258475E8,2030-01-01,future_sale_date
I13010,565,7.738628888E7,,missing_sale_date
I25130,260,2.239346488E7,,missing_sale_date
I28414,802,2.241696825E7,,missing_sale_date
I36432,104,3060109.26,2030-01-01,future_sale_date
I37386,-488,4.055375385E7,2025-09-29,units_sold_negative
I39232,-1730,0.0,2025-10-23,units_sold_negative
I47030,-1644,6.910906439E7,2025-09-13,units_sold_negative
I48791,1943,5.411427161E7,2030-01-01,future_sale_date
I48848,1455,6.840747909E7,2030-01-01,future_sale_date
I49464,1208,1.437231605E8,,missing_sale_date
I50168,1033,9.246390468E7,2030-01-01,future_sale_date
I54236,1716,1.286294832E8,2030-01-01,future_sale_date
I64269,878,7.934054285E7,,missing_sale_date
I66581,-1065,6385864.28,2025-09-04,units_sold_negative
I67686,1656,4.432887166E7,2030-01-01,future_sale_date
I70633,-218,2.144838045E7,2025-09-08,units_sold_negative
I70796,-1669,1.3301251016E8,2025-09-04,units_sold_negative
I72768,-376,1.183052729E7,2025-10-23,units_sold_negative
I78337,-1490,2.1251389471E8,2025-09-14,units_sold_negative
I78777,1443,3.082994116E7,2030-01-01,future_sale_date
I79134,-153,1.079872937E7,2025-09-19,units_sold_negative
I94016,-1808,1.4954712325E8,2025-10-15,units_sold_negative
I95567,-219,5250159.17,2025-10-12,units_sold_negative
I98433,1220,4.841429585E7,2030-01-01,future_sale_date
I98707,60,5954821.71,,missing_sale_date
I104077,-332,4.003915947E7,2025-09-03,units_sold_negative
I104449,938,4.121526712E7,2030-01-01,future_sale_date
I105231,-126,4128321.62,2025-10-28,units_sold_negative
I106107,-1224,1.625632077E8,2025-09-11,units_sold_negative
I113211,-623,1.174493454E7,2025-10-05,units_sold_negative
I113620,115,1.424296268E7,2030-01-01,future_sale_date
I119359,1893,4.542324757E7,2030-01-01,future_sale_date
I126539,-307,2.162515145E7,2025-10-28,units_sold_negative
I15437,230,8917866.78,2030-01-01,future_sale_date
I16259,-201,4400079.45,2025-09-29,units_sold_negative
I17818,1007,1.3552102417E8,2030-01-01,future_sale_date
I23918,786,1.1126744425E8,2030-01-01,future_sale_date
I16559,1418,1.5960869281E8,,missing_sale_date
I35946,-1942,4.327587778E7,2025-10-11,units_sold_negative
I47328,968,5.35303276E7,2030-01-01,future_sale_date
I54689,359,3259019.8,,missing_sale_date
I62336,1148,9.386817721E7,,missing_sale_date
I65612,1229,7.410738799E7,2030-01-01,future_sale_date
I65896,542,1.249717829E7,,missing_sale_date
I69248,531,6.669807141E7,2030-01-01,future_sale_date
I74177,1755,1.4915539889E8,,missing_sale_date
I76579,1109,3.907514051E7,2030-01-01,future_sale_date
I76610,-81,2748816.99,2025-09-19,units_sold_negative
I77251,416,0.0,2030-01-01,future_sale_date
I77695,161,1.103123682E7,,missing_sale_date
I79391,-512,6.778301079E7,2025-09-06,units_sold_negative
I79750,519,3.16504567E7,,missing_sale_date
I81930,391,2.749647497E7,,missing_sale_date
I84874,894,6.476928817E7,,missing_sale_date
I94018,-592,0.0,2025-09-01,units_sold_negative
I94538,-496,1.554294597E7,2025-09-04,units_sold_negative
I106253,-1964,2.5090550863E8,2025-10-08,units_sold_negative
I111050,735,6.942548202E7,,missing_sale_date
I111532,-524,3.644987402E7,2025-09-03,units_sold_negative
I113309,1993,2.4771212877E8,2030-01-01,future_sale_date
I114920,1655,1.8592875425E8,,missing_sale_date
I118015,-915,8.097573814E7,2025-10-01,units_sold_negative
I120387,1164,0.0,,missing_sale_date
I124188,-1768,2.492379656E7,2025-10-13,units_sold_negative
I27669,-212,2.28072905E7,2025-09-07,units_sold_negative
I11491,454,6.625452937E7,,missing_sale_date
I15233,549,3.682467784E7,,missing_sale_date
I24541,1243,1.0481452089E8,,missing_sale_date
I35878,-353,4.214713075E7,2025-09-13,units_sold_negative
I36728,667,7.810735031E7,,missing_sale_date
I39699,-1123,8.467653267E7,2025-10-23,units_sold_negative
I39768,-1874,1.5533444764E8,2025-10-21,units_sold_negative
I45156,1995,1.9308802498E8,,missing_sale_date
I52170,-1219,1.7851902905E8,2025-09-30,units_sold_negative
I60835,1207,1.522660047E7,,missing_sale_date
I62558,-521,4.869773292E7,2025-09-06,units_sold_negative
I71488,-1641,3.262185773E7,2025-10-04,units_sold_negative
I80135,-1615,1.542864466E8,2025-09-16,units_sold_negative
I81090,-394,1.462957853E7,2025-10-23,units_sold_negative
I86066,-366,1.863952571E7,2025-09-23,units_sold_negative
I93403,73,4659802.46,2030-01-01,future_sale_date
I95296,1253,4.170511282E7,,missing_sale_date
I105027,1114,4.210997545E7,,missing_sale_date
I113569,1252,1.0889769936E8,2030-01-01,future_sale_date
I116748,-260,2.078687447E7,2025-09-06,units_sold_negative
I124056,-1880,9.175157292E7,2025-09-08,units_sold_negative
I17931,-1156,3.459593512E7,2025-09-06,units_sold_negative
I18306,590,4.666775452E7,2030-01-01,future_sale_date
I18401,1297,4.235973397E7,2030-01-01,future_sale_date
I18518,-1212,5.714007336E7,2025-09-08,units_sold_negative
I32628,-240,5414553.99,2025-09-03,units_sold_negative
,73,2753145.54,2025-09-12,missing_item_id
I34222,1039,1.0005115972E8,,missing_sale_date
I39331,119,1.201704302E7,,missing_sale_date
I40658,-342,2.191655506E7,2025-09-04,units_sold_negative
I40833,1498,8.874690887E7,2030-01-01,future_sale_date
I49048,-1753,1.212323067E8,2025-10-16,units_sold_negative
I53057,993,4306215.87,2030-01-01,future_sale_date
I53370,1765,3.515481715E7,,missing_sale_date
I55065,-1692,7.425182284E7,2025-10-25,units_sold_negative
I55119,1441,5.399041248E7,2030-01-01,future_sale_date
I62001,1094,1.5115725608E8,,missing_sale_date
I67423,1025,1.320519372E7,2030-01-01,future_sale_date
I69599,855,2.940358453E7,2030-01-01,future_sale_date
I72681,-1624,1.9576082152E8,2025-10-22,units_sold_negative
I73385,-1508,1.2666323005E8,2025-09-03,units_sold_negative
I75284,419,1.597190449E7,,missing_sale_date
I78597,663,1.359504666E7,,missing_sale_date
I79160,1676,1.7757975956E8,2030-01-01,future_sale_date
I81702,1507,1.651350393E7,2030-01-01,future_sale_date
I83400,845,6.985052691E7,,missing_sale_date
I85927,407,8672576.74,2030-01-01,future_sale_date
I91626,-1522,0.0,2025-10-19,units_sold_negative
I91671,-152,6783260.98,2025-10-09,units_sold_negative
I97591,-782,4.097840109E7,2025-10-24,units_sold_negative
I100330,-1764,2.4491364093E8,2025-10-22,units_sold_negative
I109243,253,2.682108862E7,2030-01-01,future_sale_date
I112455,1615,2.3707245981E8,2030-01-01,future_sale_date
I113643,1263,8.738454038E7,2030-01-01,future_sale_date
I116136,288,3.849682408E7,2030-01-01,future_sale_date
I124443,-552,7.367994057E7,2025-10-15,units_sold_negative
I16004,1655,2.24904913E7,2030-01-01,future_sale_date
I18125,-1508,1.5543258165E8,2025-10-29,units_sold_negative
I19073,384,2.125697761E7,2030-01-01,future_sale_date
I25982,-1234,2.14609191E7,2025-09-27,units_sold_negative
I33254,1153,5.283643038E7,2030-01-01,future_sale_date
I11658,1161,1.2514029752E8,,missing_sale_date
I13338,1880,1.7373619708E8,,missing_sale_date
I23356,123,1.558927849E7,,missing_sale_date
I36185,550,1.277563033E7,,missing_sale_date
I37509,-1429,6.269234121E7,2025-10-07,units_sold_negative
I38586,-1553,1.2946738033E8,2025-09-18,units_sold_negative
I39558,-1480,2.1437538237E8,2025-10-09,units_sold_negative
I41661,-1215,1.5167704209E8,2025-10-24,units_sold_negative
I43702,-620,4.038247667E7,2025-09-29,units_sold_negative
I46000,-281,8002709.06,2025-09-24,units_sold_negative
I54270,-1580,1.462898843E8,2025-10-31,units_sold_negative
I56002,-1538,8.585236927E7,2025-10-06,units_sold_negative
I63200,986,1.596119976E7,,missing_sale_date
I66722,-426,5.958160549E7,2025-10-05,units_sold_negative
I67639,1317,1.6395892238E8,,missing_sale_date
I73875,-348,4.277901866E7,2025-10-02,units_sold_negative
I76085,-862,6.512421221E7,2025-09-05,units_sold_negative
I77518,501,6.792933946E7,,missing_sale_date
I77599,-1662,4.198544293E7,2025-09-16,units_sold_negative
I80487,226,9876754.52,2030-01-01,future_sale_date
I81690,1886,2.718690636E8,2030-01-01,future_sale_date
I82006,565,1.847184E7,,missing_sale_date
I86059,-968,1.2350873429E8,2025-09-18,units_sold_negative
I89507,1129,1.5603591236E8,,missing_sale_date
I90168,1214,2.291168268E7,,missing_sale_date
I95568,1264,1.2974922796E8,2030-01-01,future_sale_date
I97016,-701,8.109945482E7,2025-09-14,units_sold_negative
I99813,1987,2.6364699137E8,,missing_sale_date
I116358,-588,6.730023853E7,2025-09-24,units_sold_negative
I117858,192,1.380189586E7,2030-01-01,future_sale_date
I118793,-1715,1.1067611979E8,2025-10-16,units_sold_negative
I15527,-1024,1.2880991123E8,2025-10-28,units_sold_negative
I17430,-515,2.845014839E7,2025-09-10,units_sold_negative
I19534,1754,2.5149339225E8,2030-01-01,future_sale_date
I33871,623,7.317121767E7,2030-01-01,future_sale_date
I42983,-1781,1.5503474898E8,2025-10-13,units_sold_negative
I54961,792,1.0427285028E8,,missing_sale_date
I58072,976,5.438670863E7,,missing_sale_date
I59765,-1445,1.7383217001E8,2025-10-25,units_sold_negative
I60293,-1600,6.058743322E7,2025-10-13,units_sold_negative
I65700,-1099,9.298290446E7,2025-10-16,units_sold_negative
I65701,1614,9.151315353E7,2030-01-01,future_sale_date
I70757,792,7.485994889E7,2030-01-01,future_sale_date
I71533,176,1.463210601E7,2030-01-01,future_sale_date
I75518,772,2.217499595E7,2030-01-01,future_sale_date
I76874,437,5.535784708E7,,missing_sale_date
I80168,139,1.848329082E7,2030-01-01,future_sale_date
I83091,520,4965106.97,,missing_sale_date
I90716,1837,1.112418376E7,2030-01-01,future_sale_date
I91633,-614,6.435349659E7,2025-09-10,units_sold_negative
I101545,1098,6.650224016E7,2030-01-01,future_sale_date
I102917,-383,5.231192884E7,2025-10-11,units_sold_negative
I106306,-1256,1.1523200598E8,2025-10-15,units_sold_negative
I109923,1710,2.4630559117E8,2030-01-01,future_sale_date
I112982,-280,3.30847431E7,2025-09-02,units_sold_negative
I117362,144,0.0,2030-01-01,future_sale_date
I120531,-1523,7.391466532E7,2025-09-29,units_sold_negative
I126646,-1290,9.802254261E7,2025-09-15,units_sold_negative
I34567,407,2302399.25,2030-01-01,future_sale_date
I34954,1760,9.65318693E7,2030-01-01,future_sale_date
I14204,1319,1.6597942091E8,,missing_sale_date
I18135,1128,4.711298506E7,,missing_sale_date
I18173,1677,1.2045315661E8,,missing_sale_date
I18693,1768,2.1039704782E8,,missing_sale_date
I37228,722,8.076389336E7,,missing_sale_date
I39720,1979,1.6650036074E8,2030-01-01,future_sale_date
I39892,1556,4.511500767E7,,missing_sale_date
I40939,1709,1.4871672517E8,2030-01-01,future_sale_date
I50914,-1525,5.422030847E7,2025-09-20,units_sold_negative
I52161,1742,2.577640184E7,2030-01-01,future_sale_date
I52780,861,7.383349742E7,2030-01-01,future_sale_date
I53716,1699,2.0797705518E8,,missing_sale_date
I73759,1061,2.238397822E7,2030-01-01,future_sale_date
I73927,-1431,1.4848681455E8,2025-10-21,units_sold_negative
I74261,672,1.552523383E7,2030-01-01,future_sale_date
I80885,-814,6.000855429E7,2025-10-02,units_sold_negative
I83262,-710,2.402359338E7,2025-09-29,units_sold_negative
I84978,103,9299234.27,2030-01-01,future_sale_date
I87048,1342,1.3834966105E8,,missing_sale_date
I87163,-1298,1.3391845624E8,2025-10-15,units_sold_negative
